symbol	ensembl_gene_id	name	hgnc_id
ME2	ENSG00000082212.13	malic enzyme 2	HGNC:6984
ME3	ENSG00000151376.18	malic enzyme 3	HGNC:6985
MEA1	ENSG00000124733.5	male-enhanced antigen 1	HGNC:6986
MEAF6	ENSG00000163875.16	MYST/Esa1 associated factor 6	HGNC:25674
MEAK7	ENSG00000140950.16	MTOR associated protein, eak-7 homolog	HGNC:29325
MECOM	ENSG00000085276.19	MDS1 and EVI1 complex locus	HGNC:3498
MECP2	ENSG00000169057.24	methyl-CpG binding protein 2	HGNC:6990
MECR	ENSG00000116353.16	mitochondrial trans-2-enoyl-CoA reductase	HGNC:19691
MED1	ENSG00000125686.12	mediator complex subunit 1	HGNC:9234
MED10	ENSG00000133398.4	mediator complex subunit 10	HGNC:28760
MED11	ENSG00000161920.11	mediator complex subunit 11	HGNC:32687
MED12	ENSG00000184634.17	mediator complex subunit 12	HGNC:11957
MED12L	ENSG00000144893.13	mediator complex subunit 12L	HGNC:16050
MED13	ENSG00000108510.10	mediator complex subunit 13	HGNC:22474
MED13L	ENSG00000123066.9	mediator complex subunit 13L	HGNC:22962
MED14	ENSG00000180182.11	mediator complex subunit 14	HGNC:2370
MED15	ENSG00000099917.17	mediator complex subunit 15	HGNC:14248
MED16	ENSG00000175221.16	mediator complex subunit 16	HGNC:17556
MED17	ENSG00000042429.12	mediator complex subunit 17	HGNC:2375
MED18	ENSG00000130772.14	mediator complex subunit 18	HGNC:25944
MED19	ENSG00000156603.20	mediator complex subunit 19	HGNC:29600
MED20	ENSG00000124641.16	mediator complex subunit 20	HGNC:16840
MED21	ENSG00000152944.9	mediator complex subunit 21	HGNC:11473
MED22	ENSG00000148297.16	mediator complex subunit 22	HGNC:11477
MED23	ENSG00000112282.18	mediator complex subunit 23	HGNC:2372
MED24	ENSG00000008838.21	mediator complex subunit 24	HGNC:22963
MED25	ENSG00000104973.19	mediator complex subunit 25	HGNC:28845
MED26	ENSG00000105085.11	mediator complex subunit 26	HGNC:2376
MED27	ENSG00000160563.14	mediator complex subunit 27	HGNC:2377
MED28	ENSG00000118579.13	mediator complex subunit 28	HGNC:24628
MED29	ENSG00000063322.15	mediator complex subunit 29	HGNC:23074
MED30	ENSG00000164758.7	mediator complex subunit 30	HGNC:23032
MED31	ENSG00000108590.11	mediator complex subunit 31	HGNC:24260
MED4	ENSG00000136146.15	mediator complex subunit 4	HGNC:17903
MED6	ENSG00000133997.12	mediator complex subunit 6	HGNC:19970
MED7	ENSG00000155868.8	mediator complex subunit 7	HGNC:2378
MED8	ENSG00000159479.17	mediator complex subunit 8	HGNC:19971
MED9	ENSG00000141026.6	mediator complex subunit 9	HGNC:25487
MEDAG	ENSG00000102802.10	mesenteric estrogen dependent adipogenesis	HGNC:25926
MEF2A	ENSG00000068305.18	myocyte enhancer factor 2A	HGNC:6993
MEF2B	ENSG00000213999.17	myocyte enhancer factor 2B	HGNC:6995
MEF2C	ENSG00000081189.16	myocyte enhancer factor 2C	HGNC:6996
MEF2D	ENSG00000116604.19	myocyte enhancer factor 2D	HGNC:6997
MEFV	ENSG00000103313.13	MEFV innate immuity regulator, pyrin	HGNC:6998
MEGF10	ENSG00000145794.17	multiple EGF like domains 10	HGNC:29634
MEGF11	ENSG00000157890.19	multiple EGF like domains 11	HGNC:29635
MEGF6	ENSG00000162591.16	multiple EGF like domains 6	HGNC:3232
MEGF8	ENSG00000105429.13	multiple EGF like domains 8	HGNC:3233
MEGF9	ENSG00000106780.9	multiple EGF like domains 9	HGNC:3234
MEI1	ENSG00000167077.13	meiotic double-stranded break formation protein 1	HGNC:28613
MEI4	ENSG00000269964.4	meiotic double-stranded break formation protein 4	HGNC:43638
MEIG1	ENSG00000197889.10	meiosis/spermiogenesis associated 1	HGNC:23429
MEIKIN	ENSG00000239642.6	meiotic kinetochore factor	HGNC:51253
MEIOB	ENSG00000162039.17	meiosis specific with OB-fold	HGNC:28569
MEIOC	ENSG00000180336.18	meiosis specific with coiled-coil domain	HGNC:26670
MEIOSIN	ENSG00000237452.3	meiosis initiator	HGNC:44318
MEIS1	ENSG00000143995.20	Meis homeobox 1	HGNC:7000
MEIS2	ENSG00000134138.20	Meis homeobox 2	HGNC:7001
MEIS3	ENSG00000105419.18	Meis homeobox 3	HGNC:29537
MELK	ENSG00000165304.8	maternal embryonic leucine zipper kinase	HGNC:16870
MELTF	ENSG00000163975.13	melanotransferrin	HGNC:7037
MEMO1	ENSG00000162959.14	mediator of cell motility 1	HGNC:14014
MEN1	ENSG00000133895.18	menin 1	HGNC:7010
MEOX1	ENSG00000005102.14	mesenchyme homeobox 1	HGNC:7013
MEOX2	ENSG00000106511.6	mesenchyme homeobox 2	HGNC:7014
MEP1A	ENSG00000112818.11	meprin A subunit alpha	HGNC:7015
MEP1B	ENSG00000141434.12	meprin A subunit beta	HGNC:7020
MEPCE	ENSG00000146834.14	methylphosphate capping enzyme	HGNC:20247
MEPE	ENSG00000152595.17	matrix extracellular phosphoglycoprotein	HGNC:13361
MERTK	ENSG00000153208.18	MER proto-oncogene, tyrosine kinase	HGNC:7027
MESD	ENSG00000117899.11	mesoderm development LRP chaperone	HGNC:13520
MESP1	ENSG00000166823.6	mesoderm posterior bHLH transcription factor 1	HGNC:29658
MESP2	ENSG00000188095.6	mesoderm posterior bHLH transcription factor 2	HGNC:29659
MEST	ENSG00000106484.16	mesoderm specific transcript	HGNC:7028
MET	ENSG00000105976.16	MET proto-oncogene, receptor tyrosine kinase	HGNC:7029
METAP1	ENSG00000164024.12	methionyl aminopeptidase 1	HGNC:15789
METAP1D	ENSG00000172878.14	methionyl aminopeptidase type 1D, mitochondrial	HGNC:32583
METAP2	ENSG00000111142.14	methionyl aminopeptidase 2	HGNC:16672
METRN	ENSG00000103260.9	meteorin, glial cell differentiation regulator	HGNC:14151
METRNL	ENSG00000176845.13	meteorin like, glial cell differentiation regulator	HGNC:27584
METTL1	ENSG00000037897.17	methyltransferase 1, tRNA methylguanosine	HGNC:7030
METTL13	ENSG00000010165.20	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	HGNC:24248
METTL14	ENSG00000145388.15	methyltransferase 14, N6-adenosine-methyltransferase subunit	HGNC:29330
METTL15	ENSG00000169519.21	methyltransferase like 15	HGNC:26606
METTL16	ENSG00000127804.13	methyltransferase 16, N6-methyladenosine	HGNC:28484
METTL17	ENSG00000165792.18	methyltransferase like 17	HGNC:19280
METTL18	ENSG00000171806.12	methyltransferase like 18	HGNC:28793
METTL21A	ENSG00000144401.14	methyltransferase 21A, HSPA lysine	HGNC:30476
METTL21C	ENSG00000139780.8	methyltransferase 21C, AARS1 lysine	HGNC:33717
METTL22	ENSG00000067365.15	methyltransferase 22, Kin17 lysine	HGNC:28368
METTL23	ENSG00000181038.14	methyltransferase like 23	HGNC:26988
METTL24	ENSG00000053328.9	methyltransferase like 24	HGNC:21566
METTL25	ENSG00000127720.8	methyltransferase like 25	HGNC:26228
METTL25B	ENSG00000143303.12	methyltransferase like 25B	HGNC:24273
METTL26	ENSG00000130731.16	methyltransferase like 26	HGNC:14141
METTL27	ENSG00000165171.11	methyltransferase like 27	HGNC:19068
METTL2A	ENSG00000087995.16	methyltransferase 2A, methylcytidine	HGNC:25755
METTL2B	ENSG00000165055.16	methyltransferase 2B, methylcytidine	HGNC:18272
METTL3	ENSG00000165819.12	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit	HGNC:17563
METTL4	ENSG00000101574.15	methyltransferase 4, N6-adenosine	HGNC:24726
METTL5	ENSG00000138382.15	methyltransferase 5, N6-adenosine	HGNC:25006
METTL6	ENSG00000206562.12	methyltransferase 6, methylcytidine	HGNC:28343
METTL7A	ENSG00000185432.12	methyltransferase like 7A	HGNC:24550
METTL7B	ENSG00000170439.8	methyltransferase like 7B	HGNC:28276
METTL8	ENSG00000123600.21	methyltransferase 8, methylcytidine	HGNC:25856
METTL9	ENSG00000197006.15	methyltransferase like 9	HGNC:24586
MEX3A	ENSG00000254726.3	mex-3 RNA binding family member A	HGNC:33482
MEX3B	ENSG00000183496.6	mex-3 RNA binding family member B	HGNC:25297
MEX3C	ENSG00000176624.12	mex-3 RNA binding family member C	HGNC:28040
MEX3D	ENSG00000181588.17	mex-3 RNA binding family member D	HGNC:16734
MFAP1	ENSG00000140259.7	microfibril associated protein 1	HGNC:7032
MFAP2	ENSG00000117122.14	microfibril associated protein 2	HGNC:7033
MFAP3	ENSG00000037749.13	microfibril associated protein 3	HGNC:7034
MFAP3L	ENSG00000198948.12	microfibril associated protein 3 like	HGNC:29083
MFAP4	ENSG00000166482.12	microfibril associated protein 4	HGNC:7035
MFAP5	ENSG00000197614.11	microfibril associated protein 5	HGNC:29673
MFF	ENSG00000168958.20	mitochondrial fission factor	HGNC:24858
MFGE8	ENSG00000140545.15	milk fat globule EGF and factor V/VIII domain containing	HGNC:7036
MFHAS1	ENSG00000147324.11	multifunctional ROCO family signaling regulator 1	HGNC:16982
MFN1	ENSG00000171109.19	mitofusin 1	HGNC:18262
MFN2	ENSG00000116688.18	mitofusin 2	HGNC:16877
MFNG	ENSG00000100060.18	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	HGNC:7038
MFRP	ENSG00000235718.9	membrane frizzled-related protein	HGNC:18121
MFSD1	ENSG00000118855.21	major facilitator superfamily domain containing 1	HGNC:25874
MFSD10	ENSG00000109736.15	major facilitator superfamily domain containing 10	HGNC:16894
MFSD11	ENSG00000092931.12	major facilitator superfamily domain containing 11	HGNC:25458
MFSD12	ENSG00000161091.14	major facilitator superfamily domain containing 12	HGNC:28299
MFSD13A	ENSG00000138111.14	major facilitator superfamily domain containing 13A	HGNC:26196
MFSD14A	ENSG00000156875.14	major facilitator superfamily domain containing 14A	HGNC:23363
MFSD14B	ENSG00000148110.17	major facilitator superfamily domain containing 14B	HGNC:23376
MFSD2A	ENSG00000168389.18	major facilitator superfamily domain containing 2A	HGNC:25897
MFSD2B	ENSG00000205639.12	major facilitator superfamily domain containing 2B	HGNC:37207
MFSD3	ENSG00000167700.9	major facilitator superfamily domain containing 3	HGNC:25157
MFSD4A	ENSG00000174514.13	major facilitator superfamily domain containing 4A	HGNC:25433
MFSD4B	ENSG00000173214.7	major facilitator superfamily domain containing 4B	HGNC:21053
MFSD5	ENSG00000182544.9	major facilitator superfamily domain containing 5	HGNC:28156
MFSD6	ENSG00000151690.15	major facilitator superfamily domain containing 6	HGNC:24711
MFSD6L	ENSG00000185156.6	major facilitator superfamily domain containing 6 like	HGNC:26656
MFSD8	ENSG00000164073.11	major facilitator superfamily domain containing 8	HGNC:28486
MFSD9	ENSG00000135953.11	major facilitator superfamily domain containing 9	HGNC:28158
MGA	ENSG00000174197.18	MAX dimerization protein MGA	HGNC:14010
MGAM	ENSG00000257335.8	maltase-glucoamylase	HGNC:7043
MGAM2	ENSG00000257743.9	maltase-glucoamylase 2 (putative)	HGNC:28101
MGARP	ENSG00000137463.5	mitochondria localized glutamic acid rich protein	HGNC:29969
MGAT1	ENSG00000131446.17	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	HGNC:7044
MGAT2	ENSG00000168282.6	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	HGNC:7045
MGAT3	ENSG00000128268.12	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	HGNC:7046
MGAT4A	ENSG00000071073.13	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	HGNC:7047
MGAT4B	ENSG00000161013.17	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	HGNC:7048
MGAT4C	ENSG00000182050.14	MGAT4 family member C	HGNC:30871
MGAT4D	ENSG00000205301.12	MGAT4 family member D	HGNC:43619
MGAT5	ENSG00000152127.9	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	HGNC:7049
MGAT5B	ENSG00000167889.13	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	HGNC:24140
MGLL	ENSG00000074416.16	monoglyceride lipase	HGNC:17038
MGME1	ENSG00000125871.14	mitochondrial genome maintenance exonuclease 1	HGNC:16205
MGMT	ENSG00000170430.10	O-6-methylguanine-DNA methyltransferase	HGNC:7059
MGP	ENSG00000111341.10	matrix Gla protein	HGNC:7060
MGRN1	ENSG00000102858.13	mahogunin ring finger 1	HGNC:20254
MGST1	ENSG00000008394.13	microsomal glutathione S-transferase 1	HGNC:7061
MGST2	ENSG00000085871.9	microsomal glutathione S-transferase 2	HGNC:7063
MGST3	ENSG00000143198.13	microsomal glutathione S-transferase 3	HGNC:7064
MIA	ENSG00000261857.7	MIA SH3 domain containing	HGNC:7076
MIA-RAB4B	ENSG00000268975.2	MIA-RAB4B readthrough (NMD candidate)	HGNC:48352
MIA2	ENSG00000150527.18	MIA SH3 domain ER export factor 2	HGNC:18432
MIA3	ENSG00000154305.18	MIA SH3 domain ER export factor 3	HGNC:24008
MIB1	ENSG00000101752.12	MIB E3 ubiquitin protein ligase 1	HGNC:21086
MIB2	ENSG00000197530.13	MIB E3 ubiquitin protein ligase 2	HGNC:30577
MICA	ENSG00000204520.14	MHC class I polypeptide-related sequence A	HGNC:7090
MICAL1	ENSG00000135596.18	microtubule associated monooxygenase, calponin and LIM domain containing 1	HGNC:20619
MICAL2	ENSG00000133816.18	microtubule associated monooxygenase, calponin and LIM domain containing 2	HGNC:24693
MICAL3	ENSG00000243156.9	microtubule associated monooxygenase, calponin and LIM domain containing 3	HGNC:24694
MICALL1	ENSG00000100139.14	MICAL like 1	HGNC:29804
MICALL2	ENSG00000164877.19	MICAL like 2	HGNC:29672
MICB	ENSG00000204516.10	MHC class I polypeptide-related sequence B	HGNC:7091
MICOS10	ENSG00000173436.15	mitochondrial contact site and cristae organizing system subunit 10	HGNC:32068
MICOS10-NBL1	ENSG00000270136.6	MICOS10-NBL1 readthrough	HGNC:48338
MICOS13	ENSG00000174917.9	mitochondrial contact site and cristae organizing system subunit 13	HGNC:33702
MICU1	ENSG00000107745.20	mitochondrial calcium uptake 1	HGNC:1530
MICU2	ENSG00000165487.14	mitochondrial calcium uptake 2	HGNC:31830
MICU3	ENSG00000155970.12	mitochondrial calcium uptake family member 3	HGNC:27820
MID1	ENSG00000101871.17	midline 1	HGNC:7095
MID1IP1	ENSG00000165175.17	MID1 interacting protein 1	HGNC:20715
MID2	ENSG00000080561.14	midline 2	HGNC:7096
MIDEAS	ENSG00000156030.14	mitotic deacetylase associated SANT domain protein	HGNC:19853
MIDN	ENSG00000167470.14	midnolin	HGNC:16298
MIEF1	ENSG00000100335.15	mitochondrial elongation factor 1	HGNC:25979
MIEF2	ENSG00000177427.13	mitochondrial elongation factor 2	HGNC:17920
MIEN1	ENSG00000141741.12	migration and invasion enhancer 1	HGNC:28230
MIER1	ENSG00000198160.15	MIER1 transcriptional regulator	HGNC:29657
MIER2	ENSG00000105556.12	MIER family member 2	HGNC:29210
MIER3	ENSG00000155545.20	MIER family member 3	HGNC:26678
MIF	ENSG00000240972.2	macrophage migration inhibitory factor	HGNC:7097
MIF4GD	ENSG00000125457.15	MIF4G domain containing	HGNC:24030
MIGA1	ENSG00000180488.16	mitoguardin 1	HGNC:24741
MIGA2	ENSG00000148343.19	mitoguardin 2	HGNC:23621
MIIP	ENSG00000116691.11	migration and invasion inhibitory protein	HGNC:25715
MILR1	ENSG00000271605.6	mast cell immunoglobulin like receptor 1	HGNC:27570
MINAR1	ENSG00000169330.9	membrane integral NOTCH2 associated receptor 1	HGNC:29172
MINAR2	ENSG00000186367.7	membrane integral NOTCH2 associated receptor 2	HGNC:33914
MINDY1	ENSG00000143409.17	MINDY lysine 48 deubiquitinase 1	HGNC:25648
MINDY2	ENSG00000128923.11	MINDY lysine 48 deubiquitinase 2	HGNC:26954
MINDY3	ENSG00000148481.14	MINDY lysine 48 deubiquitinase 3	HGNC:23578
MINDY4	ENSG00000106125.14	MINDY lysine 48 deubiquitinase 4	HGNC:21916
MINDY4B	ENSG00000214237.11	MINDY family member 4B	HGNC:35475
MINK1	ENSG00000141503.17	misshapen like kinase 1	HGNC:17565
MINPP1	ENSG00000107789.16	multiple inositol-polyphosphate phosphatase 1	HGNC:7102
MIOS	ENSG00000164654.16	meiosis regulator for oocyte development	HGNC:21905
MIOX	ENSG00000100253.13	myo-inositol oxygenase	HGNC:14522
MIP	ENSG00000135517.9	major intrinsic protein of lens fiber	HGNC:7103
MIPEP	ENSG00000027001.10	mitochondrial intermediate peptidase	HGNC:7104
MIPOL1	ENSG00000151338.19	mirror-image polydactyly 1	HGNC:21460
MIS12	ENSG00000167842.16	MIS12 kinetochore complex component	HGNC:24967
MIS18A	ENSG00000159055.4	MIS18 kinetochore protein A	HGNC:1286
MIS18BP1	ENSG00000129534.14	MIS18 binding protein 1	HGNC:20190
MISP	ENSG00000099812.9	mitotic spindle positioning	HGNC:27000
MISP3	ENSG00000141854.10	MISP family member 3	HGNC:26963
MITD1	ENSG00000158411.11	microtubule interacting and trafficking domain containing 1	HGNC:25207
MITF	ENSG00000187098.18	melanocyte inducing transcription factor	HGNC:7105
MIX23	ENSG00000160124.9	mitochondrial matrix import factor 23	HGNC:31136
MIXL1	ENSG00000185155.12	Mix paired-like homeobox	HGNC:13363
MKI67	ENSG00000148773.14	marker of proliferation Ki-67	HGNC:7107
MKKS	ENSG00000125863.20	MKKS centrosomal shuttling protein	HGNC:7108
MKLN1	ENSG00000128585.18	muskelin 1	HGNC:7109
MKNK1	ENSG00000079277.22	MAPK interacting serine/threonine kinase 1	HGNC:7110
MKNK2	ENSG00000099875.16	MAPK interacting serine/threonine kinase 2	HGNC:7111
MKRN1	ENSG00000133606.11	makorin ring finger protein 1	HGNC:7112
MKRN2	ENSG00000075975.17	makorin ring finger protein 2	HGNC:7113
MKRN2OS	ENSG00000225526.6	MKRN2 opposite strand	HGNC:40375
MKRN3	ENSG00000179455.10	makorin ring finger protein 3	HGNC:7114
MKS1	ENSG00000011143.19	MKS transition zone complex subunit 1	HGNC:7121
MKX	ENSG00000150051.14	mohawk homeobox	HGNC:23729
MLANA	ENSG00000120215.10	melan-A	HGNC:7124
MLC1	ENSG00000100427.16	modulator of VRAC current 1	HGNC:17082
MLEC	ENSG00000110917.8	malectin	HGNC:28973
MLF1	ENSG00000178053.20	myeloid leukemia factor 1	HGNC:7125
MLF2	ENSG00000089693.11	myeloid leukemia factor 2	HGNC:7126
MLH1	ENSG00000076242.16	mutL homolog 1	HGNC:7127
MLH3	ENSG00000119684.16	mutL homolog 3	HGNC:7128
MLIP	ENSG00000146147.15	muscular LMNA interacting protein	HGNC:21355
MLKL	ENSG00000168404.13	mixed lineage kinase domain like pseudokinase	HGNC:26617
MLLT1	ENSG00000130382.9	MLLT1 super elongation complex subunit	HGNC:7134
MLLT10	ENSG00000078403.17	MLLT10 histone lysine methyltransferase DOT1L cofactor	HGNC:16063
MLLT11	ENSG00000213190.4	MLLT11 transcription factor 7 cofactor	HGNC:16997
MLLT3	ENSG00000171843.17	MLLT3 super elongation complex subunit	HGNC:7136
MLLT6	ENSG00000275023.5	MLLT6, PHD finger containing	HGNC:7138
MLN	ENSG00000096395.11	motilin	HGNC:7141
MLNR	ENSG00000102539.5	motilin receptor	HGNC:4495
MLPH	ENSG00000115648.14	melanophilin	HGNC:29643
MLST8	ENSG00000167965.18	MTOR associated protein, LST8 homolog	HGNC:24825
MLX	ENSG00000108788.12	MAX dimerization protein MLX	HGNC:11645
MLXIP	ENSG00000175727.14	MLX interacting protein	HGNC:17055
MLXIPL	ENSG00000009950.16	MLX interacting protein like	HGNC:12744
MLYCD	ENSG00000103150.7	malonyl-CoA decarboxylase	HGNC:7150
MMAA	ENSG00000151611.17	metabolism of cobalamin associated A	HGNC:18871
MMAB	ENSG00000139428.12	metabolism of cobalamin associated B	HGNC:19331
MMACHC	ENSG00000132763.15	metabolism of cobalamin associated C	HGNC:24525
MMADHC	ENSG00000168288.13	metabolism of cobalamin associated D	HGNC:25221
MMD	ENSG00000108960.9	monocyte to macrophage differentiation associated	HGNC:7153
MMD2	ENSG00000136297.15	monocyte to macrophage differentiation associated 2	HGNC:30133
MME	ENSG00000196549.13	membrane metalloendopeptidase	HGNC:7154
MMEL1	ENSG00000142606.16	membrane metalloendopeptidase like 1	HGNC:14668
MMGT1	ENSG00000169446.6	membrane magnesium transporter 1	HGNC:28100
MMP1	ENSG00000196611.6	matrix metallopeptidase 1	HGNC:7155
MMP10	ENSG00000166670.10	matrix metallopeptidase 10	HGNC:7156
MMP11	ENSG00000099953.10	matrix metallopeptidase 11	HGNC:7157
MMP12	ENSG00000262406.3	matrix metallopeptidase 12	HGNC:7158
MMP13	ENSG00000137745.13	matrix metallopeptidase 13	HGNC:7159
MMP14	ENSG00000157227.14	matrix metallopeptidase 14	HGNC:7160
MMP15	ENSG00000102996.5	matrix metallopeptidase 15	HGNC:7161
MMP16	ENSG00000156103.16	matrix metallopeptidase 16	HGNC:7162
MMP17	ENSG00000198598.7	matrix metallopeptidase 17	HGNC:7163
MMP19	ENSG00000123342.16	matrix metallopeptidase 19	HGNC:7165
MMP2	ENSG00000087245.13	matrix metallopeptidase 2	HGNC:7166
MMP20	ENSG00000137674.4	matrix metallopeptidase 20	HGNC:7167
MMP21	ENSG00000154485.5	matrix metallopeptidase 21	HGNC:14357
MMP23B	ENSG00000189409.14	matrix metallopeptidase 23B	HGNC:7171
MMP24	ENSG00000125966.10	matrix metallopeptidase 24	HGNC:7172
MMP24OS	ENSG00000126005.17	MMP24 opposite strand	HGNC:44421
MMP25	ENSG00000008516.18	matrix metallopeptidase 25	HGNC:14246
MMP26	ENSG00000167346.9	matrix metallopeptidase 26	HGNC:14249
MMP27	ENSG00000137675.5	matrix metallopeptidase 27	HGNC:14250
MMP28	ENSG00000271447.6	matrix metallopeptidase 28	HGNC:14366
MMP3	ENSG00000149968.12	matrix metallopeptidase 3	HGNC:7173
MMP7	ENSG00000137673.9	matrix metallopeptidase 7	HGNC:7174
MMP8	ENSG00000118113.12	matrix metallopeptidase 8	HGNC:7175
MMP9	ENSG00000100985.7	matrix metallopeptidase 9	HGNC:7176
MMRN1	ENSG00000138722.10	multimerin 1	HGNC:7178
MMRN2	ENSG00000173269.14	multimerin 2	HGNC:19888
MMS19	ENSG00000155229.21	MMS19 homolog, cytosolic iron-sulfur assembly component	HGNC:13824
MMS22L	ENSG00000146263.12	MMS22 like, DNA repair protein	HGNC:21475
