row	symbol	prevSymbols	synonyms	name	refSeqName	hgnc_id
1505	CD274	PDCD1LG1	B7-H,B7H1,PD-L1,PDL1,B7-H1	CD274 molecule	CD274	HGNC:17635
1506	LRBA	CDC4L	BGL,LAB300,LBA	LPS responsive beige-like anchor protein	LRBA	HGNC:1742
1507	YWHAE	NA	FLJ45465	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	YWHAE	HGNC:12851
1508	CCNH	NA	P34,P37,CYCH	cyclin H	CCNH	HGNC:1594
1509	LMO1	RBTN1	TTG1,RHOM1	LIM domain only 1	LMO1	HGNC:6641
1510	LTBP3	LTBP2	NA	latent transforming growth factor beta binding protein 3	LTBP3	HGNC:6716
1511	STIL	SIL	MCPH7	STIL, centriolar assembly protein	STIL	HGNC:10879
1512	EPHA3	ETK,ETK1,TYRO4	HEK,HEK4	EPH receptor A3	EPHA3	HGNC:3387
1513	FAIM	NA	FLJ10582,FAIM1	Fas apoptotic inhibitory molecule	FAIM	HGNC:18703
1514	FOXL2	BPES	BPES1	forkhead box L2	FOXL2	HGNC:1092
1515	ZBTB48	HKR3	ZNF855,TZAP	zinc finger and BTB domain containing 48	ZBTB48	HGNC:4930
1516	IGL	IGL@	NA	immunoglobulin lambda locus	NA	HGNC:5853
1517	RCHY1	ZNF363	CHIMP,DKFZP586C1620,PRO1996,RNF199,ARNIP,PIRH2,ZCHY	ring finger and CHY zinc finger domain containing 1	RCHY1	HGNC:17479
1518	RBM15	NA	OTT,OTT1	RNA binding motif protein 15	RBM15	HGNC:14959
1519	TRPV6	ECAC2	CAT1	transient receptor potential cation channel subfamily V member 6	TRPV6	HGNC:14006
1520	CYP19A1	CYP19	ARO,P-450AROM,CPV1,ARO1,CYAR,AROMATASE	cytochrome P450 family 19 subfamily A member 1	CYP19A1	HGNC:2594
1521	KCNQ5	NA	KV7.5	potassium voltage-gated channel subfamily Q member 5	KCNQ5	HGNC:6299
1522	WNT1	INT1	NA	Wnt family member 1	WNT1	HGNC:12774
1523	RAC3	NA	NA	Rac family small GTPase 3	RAC3	HGNC:9803
1524	ABCA3	ABC3	ABC-C,EST111653,LBM180	ATP binding cassette subfamily A member 3	ABCA3	HGNC:33
1525	LFNG	NA	SCDO3	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	LFNG	HGNC:6560
1526	CAGE1	CTAG3	BA69L16.7,CT95	cancer antigen 1	CAGE1	HGNC:21622
1527	PRKAR1A	PRKAR1,TSE1	CNC1	protein kinase cAMP-dependent type I regulatory subunit alpha	PRKAR1A	HGNC:9388
1528	KAT6B	MYST4	QUERKOPF,QKF,MORF,MOZ2,ZC2HC6B	lysine acetyltransferase 6B	KAT6B	HGNC:17582
1529	RAF1	NA	RAF-1,C-RAF,CRAF	Raf-1 proto-oncogene, serine/threonine kinase	RAF1	HGNC:9829
1530	TRHR	NA	NA	thyrotropin releasing hormone receptor	TRHR	HGNC:12299
1531	AURKA	STK15,STK6	BTAK,AURA,STK7,ARK1,PPP1R47,AIK	aurora kinase A	AURKA	HGNC:11393
1532	PCM1	NA	PTC4	pericentriolar material 1	PCM1	HGNC:8727
1533	RHOB	ARH6,ARHB	RHOB,RHOH6,MST081	ras homolog family member B	RHOB	HGNC:668
1534	MIR17	MIRN17	HSA-MIR-17	microRNA 17	MIR17	HGNC:31547
1535	MUTYH	NA	MYH	mutY DNA glycosylase	MUTYH	HGNC:7527
1536	RANBP2	ANE1	NUP358,ADANE	RAN binding protein 2	RANBP2	HGNC:9848
1537	RHOBTB2	NA	KIAA0717,DBC2	Rho related BTB domain containing 2	RHOBTB2	HGNC:18756
1538	PER1	PER	RIGUI	period circadian regulator 1	PER1	HGNC:8845
1539	MAPK12	SAPK3	ERK6,PRKM12,P38GAMMA,SAPK-3	mitogen-activated protein kinase 12	MAPK12	HGNC:6874
1540	FOSL2	NA	FRA2,FLJ23306	FOS like 2, AP-1 transcription factor subunit	FOSL2	HGNC:3798
1541	BNIP3	NA	NIP3	BCL2 interacting protein 3	BNIP3	HGNC:1084
1542	FGFR4	NA	JTK2,CD334	fibroblast growth factor receptor 4	FGFR4	HGNC:3691
1543	RUNX3	CBFA3	AML2,PEBP2A3	runt related transcription factor 3	RUNX3	HGNC:10473
1544	EIF2AK2	PRKR	PKR,EIF2AK1,PPP1R83	eukaryotic translation initiation factor 2 alpha kinase 2	EIF2AK2	HGNC:9437
1545	CD79B	IGB	B29	CD79b molecule	CD79B	HGNC:1699
1546	EPHB6	NA	HEP	EPH receptor B6	EPHB6	HGNC:3396
1547	CDH11	NA	OB,CAD11	cadherin 11	CDH11	HGNC:1750
1548	BGN	NA	DSPG1,SLRR1A	biglycan	BGN	HGNC:1044
1549	BIRC6	NA	BRUCE	baculoviral IAP repeat containing 6	BIRC6	HGNC:13516
1550	CCNC	NA	CYCC	cyclin C	CCNC	HGNC:1581
1551	DIRC3	NA	FLJ14199	disrupted in renal carcinoma 3	DIRC3	HGNC:17805
1552	PMEPA1	TMEPAI	STAG1	prostate transmembrane protein, androgen induced 1	PMEPA1	HGNC:14107
1553	SLC9A2	NHE2	NA	solute carrier family 9 member A2	SLC9A2	HGNC:11072
1554	BCL2L11	NA	BOD,BIML,BIMEL,BIMS,BIM	BCL2 like 11	BCL2L11	HGNC:994
1555	ST5	NA	DENND2B	suppression of tumorigenicity 5	ST5	HGNC:11350
1556	RASGRF1	GRF1	CDC25L,CDC25,GRF55,H-GRF55,GNRP,PP13187	Ras protein specific guanine nucleotide releasing factor 1	RASGRF1	HGNC:9875
1557	POU5F1	OTF3	OCT3,OCT4,MGC22487	POU class 5 homeobox 1	POU5F1	HGNC:9221
1558	PHB	NA	PHB1	prohibitin	PHB	HGNC:8912
1559	TFPT	NA	FB1,AMIDA,INO80F	TCF3 fusion partner	TFPT	HGNC:13630
1560	FNIP1	NA	KIAA1961	folliculin interacting protein 1	FNIP1	HGNC:29418
1561	EML4	C2ORF2	ROPP120,ELP120	echinoderm microtubule associated protein like 4	EML4	HGNC:1316
1562	SCAMP4	NA	FLJ33847	secretory carrier membrane protein 4	SCAMP4	HGNC:30385
1563	FGF3	INT2	HBGF-3	fibroblast growth factor 3	FGF3	HGNC:3681
1564	RGL1	NA	RGL	ral guanine nucleotide dissociation stimulator like 1	RGL1	HGNC:30281
1565	CUL4B	NA	NA	cullin 4B	CUL4B	HGNC:2555
1566	KMT2D	TNRC21,MLL2	ALR,MLL4,CAGL114	lysine methyltransferase 2D	KMT2D	HGNC:7133
1567	RREB1	NA	HNT	ras responsive element binding protein 1	RREB1	HGNC:10449
1568	SS18L1	NA	KIAA0693,CREST	SS18L1, nBAF chromatin remodeling complex subunit	SS18L1	HGNC:15592
1569	ATF1	NA	TREB36	activating transcription factor 1	ATF1	HGNC:783
1570	CRYAB	CRYA2	HSPB5	crystallin alpha B	CRYAB	HGNC:2389
1571	SIK3	NA	FLJ12240,L19,KIAA0999,QSK	SIK family kinase 3	SIK3	HGNC:29165
1572	PDCD1LG2	NA	PD-L2,BTDC,PDL2,BA574F11.2,CD273,B7-DC	programmed cell death 1 ligand 2	PDCD1LG2	HGNC:18731
1573	GLI2	NA	THP2,HPE9,THP1	GLI family zinc finger 2	GLI2	HGNC:4318
1574	CSTA	STF1,STFA	NA	cystatin A	CSTA	HGNC:2481
1575	POU2AF1	NA	OBF1,BOB1	POU class 2 associating factor 1	POU2AF1	HGNC:9211
1576	HIST1H4I	H4FM	H4/M	histone cluster 1 H4 family member i	HIST1H4I	HGNC:4793
1577	CTSB	NA	NA	cathepsin B	CTSB	HGNC:2527
1578	XPC	NA	XPCC,RAD4	XPC complex subunit, DNA damage recognition and repair factor	XPC	HGNC:12816
1579	LMO2	RBTNL1	TTG2,RHOM2,RBTN2	LIM domain only 2	LMO2	HGNC:6642
1580	LGALS3	LGALS2	MAC-2,GALIG	galectin 3	LGALS3	HGNC:6563
1581	MXD1	MAD	MAD1,BHLHC58	MAX dimerization protein 1	MXD1	HGNC:6761
1582	PRPS1	DFN2	CMTX5,DFNX1	phosphoribosyl pyrophosphate synthetase 1	PRPS1	HGNC:9462
1583	FSTL3	NA	FLRG,FSRP	follistatin like 3	FSTL3	HGNC:3973
1584	ETV3	NA	PE-1	ETS variant 3	ETV3	HGNC:3492
1585	RASA3	NA	GAP1IP4BP,GAPIII	RAS p21 protein activator 3	RASA3	HGNC:20331
1586	PTPRU	NA	PTPRO,HPTP-J,PCP-2,FMI,PTP	protein tyrosine phosphatase, receptor type U	PTPRU	HGNC:9683
1587	SBDS	NA	CGI-97,FLJ10917,SDS,SWDS	SBDS, ribosome maturation factor	SBDS	HGNC:19440
1588	MALT1	MLT	PCASP1	MALT1 paracaspase	MALT1	HGNC:6819
1589	ALDH2	NA	NA	aldehyde dehydrogenase 2 family member	ALDH2	HGNC:404
1590	M1AP	C2ORF65	D6MM5E,SPATA37	meiosis 1 associated protein	M1AP	HGNC:25183
1591	MAP4	NA	NA	microtubule associated protein 4	MAP4	HGNC:6862
1592	TXN	NA	TRX	thioredoxin	TXN	HGNC:12435
1593	BIRC3	API2	CIAP2,HIAP-1,MIHC,RNF49,MALT2,C-IAP2	baculoviral IAP repeat containing 3	BIRC3	HGNC:591
1594	MAD1L1	NA	HSMAD1,TXBP181,MAD1,PIG9,TP53I9	mitotic arrest deficient 1 like 1	MAD1L1	HGNC:6762
1595	TGFBR1	MSSE,ESS1	ALK-5,ACVRLK4,ALK5,TBRI,TBR-I	transforming growth factor beta receptor 1	TGFBR1	HGNC:11772
1596	SERPINB4	SCCA2	PI11,LEUPIN,SCCA-2,SCCA1	serpin family B member 4	SERPINB4	HGNC:10570
1597	DKC1	DKC	XAP101,DYSKERIN,NAP57,NOLA4,CBF5	dyskerin pseudouridine synthase 1	DKC1	HGNC:2890
1598	MPP1	DXS552E	PEMP	membrane palmitoylated protein 1	MPP1	HGNC:7219
1599	EP300	NA	P300,KAT3B	E1A binding protein p300	EP300	HGNC:3373
1600	MSI2	NA	NA	musashi RNA binding protein 2	MSI2	HGNC:18585
1601	MIR125B2	MIRN125B2	HSA-MIR-125B-2	microRNA 125b-2	MIR125B2	HGNC:31507
1602	RBX1	NA	ROC1,RNF75,BA554C12.1	ring-box 1	RBX1	HGNC:9928
1603	PHLPP2	PHLPPL	KIAA0931,PPM3B	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	HGNC:29149
1604	PDGFRB	PDGFR	JTK12,CD140B,PDGFR1	platelet derived growth factor receptor beta	PDGFRB	HGNC:8804
1605	GCNT3	NA	C2GNT-M,C2/4GNT,C2GNT2	glucosaminyl (N-acetyl) transferase 3, mucin type	GCNT3	HGNC:4205
1606	PLEKHB1	PHRET1	PHR1,KPL1	pleckstrin homology domain containing B1	PLEKHB1	HGNC:19079
1607	SOX5	NA	L-SOX5,MGC35153	SRY-box 5	SOX5	HGNC:11201
1608	CITED4	NA	NA	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	CITED4	HGNC:18696
1609	HOXC13	HOX3,HOX3G	NA	homeobox C13	HOXC13	HGNC:5125
1610	BCOR	NA	FLJ20285,KIAA1575	BCL6 corepressor	BCOR	HGNC:20893
1611	MEF2D	NA	NA	myocyte enhancer factor 2D	MEF2D	HGNC:6997
1612	HOOK3	NA	HK3	hook microtubule tethering protein 3	HOOK3	HGNC:23576
1613	ERGIC3	SDBCAG84,C20ORF47	CGI-54,PRO0989,NY-BR-84,ERV46	ERGIC and golgi 3	ERGIC3	HGNC:15927
1614	SMG6	C17ORF31	KIAA0732,SMG-6,EST1A	SMG6, nonsense mediated mRNA decay factor	SMG6	HGNC:17809
1615	CTNND2	NA	NPRAP,GT24	catenin delta 2	CTNND2	HGNC:2516
1616	SOX3	PHP	NA	SRY-box 3	SOX3	HGNC:11199
1617	RANBP17	NA	NA	RAN binding protein 17	RANBP17	HGNC:14428
1618	RAP1GAP	RAP1GA1	KIAA0474,RAP1GAP1,RAP1GAPII	RAP1 GTPase activating protein	RAP1GAP	HGNC:9858
1619	ELN	NA	WBS,WS,SVAS	elastin	ELN	HGNC:3327
1620	SMO	SMOH	FZD11	smoothened, frizzled class receptor	SMO	HGNC:11119
1621	ATF4	TXREB	TAXREB67,CREB-2	activating transcription factor 4	ATF4	HGNC:786
1622	XPA	NA	XPAC,XP1	XPA, DNA damage recognition and repair factor	XPA	HGNC:12814
1623	P2RY8	NA	P2Y8	P2Y receptor family member 8	P2RY8	HGNC:15524
1624	RNASE10	NA	RNASE9,RAH1	ribonuclease A family member 10 (inactive)	RNASE10	HGNC:19275
1625	CST6	NA	NA	cystatin E/M	CST6	HGNC:2478
1626	BTBD19	NA	NA	BTB domain containing 19	BTBD19	HGNC:27145
1627	TIMP1	TIMP,CLGI	EPO	TIMP metallopeptidase inhibitor 1	TIMP1	HGNC:11820
1628	CRTC1	MECT1	KIAA0616,FLJ14027,TORC1	CREB regulated transcription coactivator 1	CRTC1	HGNC:16062
1629	TIMP3	SFD	NA	TIMP metallopeptidase inhibitor 3	TIMP3	HGNC:11822
1630	MAP2K5	PRKMK5	MEK5,MAPKK5,HST17454	mitogen-activated protein kinase kinase 5	MAP2K5	HGNC:6845
1631	FGF2	FGFB	NA	fibroblast growth factor 2	FGF2	HGNC:3676
1632	ADAMTS15	NA	NA	ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAMTS15	HGNC:16305
1633	WIF1	NA	NA	WNT inhibitory factor 1	WIF1	HGNC:18081
1634	PPP1R14B	PLCB3N	SOM172,PNG,PHI-1	protein phosphatase 1 regulatory inhibitor subunit 14B	PPP1R14B	HGNC:9057
1635	MIR142	MIRN142	HSA-MIR-142	microRNA 142	MIR142	HGNC:31529
1636	HAS2	NA	NA	hyaluronan synthase 2	HAS2	HGNC:4819
1637	NOV	NA	CCN3	nephroblastoma overexpressed	NOV	HGNC:7885
1638	BRAF	NA	BRAF1	B-Raf proto-oncogene, serine/threonine kinase	BRAF	HGNC:1097
1639	ADAM29	NA	SVPH1,CT73	ADAM metallopeptidase domain 29	ADAM29	HGNC:207
1640	DYRK1B	NA	MIRK	dual specificity tyrosine phosphorylation regulated kinase 1B	DYRK1B	HGNC:3092
1641	BAP1	NA	HUCEP-6,KIAA0272,UCHL2	BRCA1 associated protein 1	BAP1	HGNC:950
1642	VTCN1	NA	B7-H4,FLJ22418,B7S1,B7X,B7H4	V-set domain containing T cell activation inhibitor 1	VTCN1	HGNC:28873
1643	CANT1	NA	SHAPY,SCAN-1	calcium activated nucleotidase 1	CANT1	HGNC:19721
1644	PTGR2	ZADH1	FLJ39091	prostaglandin reductase 2	PTGR2	HGNC:20149
1645	RAMP1	NA	NA	receptor activity modifying protein 1	RAMP1	HGNC:9843
1646	BUB1	BUB1L	HBUB1,BUB1A	BUB1 mitotic checkpoint serine/threonine kinase	BUB1	HGNC:1148
1647	GBP1	NA	NA	guanylate binding protein 1	GBP1	HGNC:4182
1648	SRI	NA	NA	sorcin	SRI	HGNC:11292
1649	CDKN2B	NA	P15,MTS2,INK4B,TP15,CDK4I,P15INK4B	cyclin dependent kinase inhibitor 2B	CDKN2B	HGNC:1788
1650	MTHFR	NA	NA	methylenetetrahydrofolate reductase	MTHFR	HGNC:7436
1651	APC2	NA	APCL	APC2, WNT signaling pathway regulator	APC2	HGNC:24036
1652	BAG3	NA	NA	BCL2 associated athanogene 3	BAG3	HGNC:939
1653	INPP5K	NA	SKIP	inositol polyphosphate-5-phosphatase K	INPP5K	HGNC:33882
1654	BLCAP	NA	BC10	BLCAP, apoptosis inducing factor	BLCAP	HGNC:1055
1655	LDB1	NA	NLI,CLIM2	LIM domain binding 1	LDB1	HGNC:6532
1656	ALOX15	NA	15-LOX-1	arachidonate 15-lipoxygenase	ALOX15	HGNC:433
1657	MSH6	GTBP	NA	mutS homolog 6	MSH6	HGNC:7329
1658	GSN	NA	DKFZP313L0718	gelsolin	GSN	HGNC:4620
1659	SCLT1	NA	HCAP-1A,FLJ30655	sodium channel and clathrin linker 1	SCLT1	HGNC:26406
1660	IDH1	NA	NA	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	IDH1	HGNC:5382
1661	SOX2	NA	NA	SRY-box 2	SOX2	HGNC:11195
1662	PTPN11	NS1	BPTP3,SH-PTP2,SHP-2,PTP2C,SHP2	protein tyrosine phosphatase, non-receptor type 11	PTPN11	HGNC:9644
1663	TK1	NA	NA	thymidine kinase 1	TK1	HGNC:11830
1664	PICALM	NA	CALM,CLTH	phosphatidylinositol binding clathrin assembly protein	PICALM	HGNC:15514
1665	STAG1	NA	SA-1,SCC3A,SA1	stromal antigen 1	STAG1	HGNC:11354
1666	CR1L	NA	NA	complement C3b/C4b receptor 1 like	CR1L	HGNC:2335
1667	GRB10	NA	NA	growth factor receptor bound protein 10	GRB10	HGNC:4564
1668	CTGF	NA	CCN2	connective tissue growth factor	CTGF	HGNC:2500
1669	CEBPA	CEBP	C/EBP-ALPHA	CCAAT enhancer binding protein alpha	CEBPA	HGNC:1833
1670	SLC43A1	POV1	R00504,PB39	solute carrier family 43 member 1	SLC43A1	HGNC:9225
1671	B3GNT6	NA	B3GN-T6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GNT6	HGNC:24141
1672	TECTA	DFNA12,DFNA8,DFNB21	NA	tectorin alpha	TECTA	HGNC:11720
1673	ZNF442	NA	FLJ14356	zinc finger protein 442	ZNF442	HGNC:20877
1674	IL2RA	IL2R,IDDM10	CD25	interleukin 2 receptor subunit alpha	IL2RA	HGNC:6008
1675	ADGRL2	LPHH1,LPHN2	KIAA0786,LEC1	adhesion G protein-coupled receptor L2	ADGRL2	HGNC:18582
1676	SNAPC3	NA	SNAP50,PTFBETA,MGC33124,MGC132011	small nuclear RNA activating complex polypeptide 3	SNAPC3	HGNC:11136
1677	SPINK7	NA	ECG2,ECRG2	serine peptidase inhibitor, Kazal type 7 (putative)	SPINK7	HGNC:24643
1678	CENPF	NA	HCP-1	centromere protein F	CENPF	HGNC:1857
1679	PALB2	NA	FLJ21816,FANCN	partner and localizer of BRCA2	PALB2	HGNC:26144
1680	INTS6	DDX26	DICE1,HDB,NOTCHL2,DBI-1,DDX26A,INT6	integrator complex subunit 6	INTS6	HGNC:14879
1681	PTTG1	TUTR1	PTTG,HPTTG,EAP1,SECURIN	pituitary tumor-transforming 1	PTTG1	HGNC:9690
1682	SLC9A3R1	NA	NHERF,EBP50,NHERF1	SLC9A3 regulator 1	SLC9A3R1	HGNC:11075
1683	CDH1	UVO	UVOMORULIN,CD324	cadherin 1	CDH1	HGNC:1748
1684	CD74	DHLAG	NA	CD74 molecule	CD74	HGNC:1697
1685	SSBP3	NA	CSDP,SSDP,FLJ10355,SSDP1	single stranded DNA binding protein 3	SSBP3	HGNC:15674
1686	ITGAX	CD11C	CD11C	integrin subunit alpha X	ITGAX	HGNC:6152
1687	TWIST1	ACS3,BPES3,TWIST,CRS	SCS,H-TWIST,BPES2,BHLHA38,CRS1	twist family bHLH transcription factor 1	TWIST1	HGNC:12428
1688	UTP3	NA	FLJ23256,DKFZP761F222,SAS10,CRLZ1	UTP3, small subunit processome component	UTP3	HGNC:24477
1689	NPY	NA	PYY4	neuropeptide Y	NPY	HGNC:7955
1690	RABGGTB	NA	NA	Rab geranylgeranyltransferase subunit beta	RABGGTB	HGNC:9796
1691	DGKE	NA	DAGK6,DGK	diacylglycerol kinase epsilon	DGKE	HGNC:2852
1692	FST	NA	FS	follistatin	FST	HGNC:3971
1693	GATA6	NA	NA	GATA binding protein 6	GATA6	HGNC:4174
1694	ING3	NA	P47ING3,FLJ20089,EAF4,MEAF4	inhibitor of growth family member 3	ING3	HGNC:14587
1695	TMEM74	NA	FLJ30668,NET36	transmembrane protein 74	TMEM74	HGNC:26409
1696	MYH9	DFNA17	NMMHCA,NMHC-II-A,MHA,FTNS,EPSTS	myosin heavy chain 9	MYH9	HGNC:7579
1697	IGFBP3	NA	IBP3,BP-53	insulin like growth factor binding protein 3	IGFBP3	HGNC:5472
1698	MID1	NA	OS,FXY,TRIM18,RNF59	midline 1	MID1	HGNC:7095
1699	ZFP36L2	BRF2	ERF2,RNF162C,TIS11D	ZFP36 ring finger protein like 2	ZFP36L2	HGNC:1108
1700	CDH10	NA	NA	cadherin 10	CDH10	HGNC:1749
1701	PREX1	NA	KIAA1415,P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	PREX1	HGNC:32594
1702	ZNF521	NA	EHZF,EVI3	zinc finger protein 521	ZNF521	HGNC:24605
1703	NGFR	NA	TNFRSF16,CD271,P75NTR	nerve growth factor receptor	NGFR	HGNC:7809
1704	GRPR	NA	BB2,BB2R	gastrin releasing peptide receptor	GRPR	HGNC:4609
1705	THADA	NA	FLJ21877,KIAA1767,GITA,ARMC13	THADA, armadillo repeat containing	THADA	HGNC:19217
1706	LOX	NA	NA	lysyl oxidase	LOX	HGNC:6664
1707	CD151	NA	SFA-1,PETA-3,TSPAN24,RAPH	CD151 molecule (Raph blood group)	CD151	HGNC:1630
1708	TGFBR3	NA	BETAGLYCAN,BGCAN	transforming growth factor beta receptor 3	TGFBR3	HGNC:11774
1709	BCL2	NA	BCL-2,PPP1R50	BCL2, apoptosis regulator	BCL2	HGNC:990
1710	YES1	NA	YES,C-YES,HST441	YES proto-oncogene 1, Src family tyrosine kinase	YES1	HGNC:12841
1711	IL4R	NA	CD124	interleukin 4 receptor	IL4R	HGNC:6015
1712	TP53RK	C20ORF64	DJ101A2.2,PRPK,NORI-2P,BUD32	TP53 regulating kinase	TP53RK	HGNC:16197
1713	GTF2H1	NA	BTF2,P62,TFIIH	general transcription factor IIH subunit 1	GTF2H1	HGNC:4655
1714	MTA3	NA	KIAA1266	metastasis associated 1 family member 3	MTA3	HGNC:23784
1715	TPD52	NA	D52,HD52,N8L	tumor protein D52	TPD52	HGNC:12005
1716	PIM1	PIM	NA	Pim-1 proto-oncogene, serine/threonine kinase	PIM1	HGNC:8986
1717	PITX1	BFT	PTX1,POTX	paired like homeodomain 1	PITX1	HGNC:9004
1718	REST	NA	NRSF,XBR	RE1 silencing transcription factor	REST	HGNC:9966
1719	LIMD1	NA	NA	LIM domains containing 1	LIMD1	HGNC:6612
1720	DDR1	NTRK4,PTK3A,NEP,CAK,EDDR1	RTK6,CD167	discoidin domain receptor tyrosine kinase 1	DDR1	HGNC:2730
1721	EMP1	NA	TMP,CL-20	epithelial membrane protein 1	EMP1	HGNC:3333
1722	MAFA	NA	RIPE3B1,HMAFA	MAF bZIP transcription factor A	MAFA	HGNC:23145
1723	TNFRSF1B	TNFR2	TNFBR,TNFR80,TNF-R75,TNF-R-II,P75,CD120B	TNF receptor superfamily member 1B	TNFRSF1B	HGNC:11917
1724	NBR1	M17S2	CA125,KIAA0049,1A1-3B	NBR1, autophagy cargo receptor	NBR1	HGNC:6746
1725	NCOA1	NA	SRC1,F-SRC-1,NCOA-1,KAT13A,RIP160,BHLHE74	nuclear receptor coactivator 1	NCOA1	HGNC:7668
1726	CHD9	NA	FLJ12178,KIAA0308,BC022889	chromodomain helicase DNA binding protein 9	CHD9	HGNC:25701
1727	MARCH3	NA	MGC48332,MARCH-III,RNF173	membrane associated ring-CH-type finger 3	MARCH3	HGNC:28728
1728	GNAI2	GNAI2B	GIP	G protein subunit alpha i2	GNAI2	HGNC:4385
1729	PKHD1	TIGM1	ARPKD,FCYT,FPC	PKHD1, fibrocystin/polyductin	PKHD1	HGNC:9016
1730	HSPD1	SPG13	GROEL,HSP60	heat shock protein family D (Hsp60) member 1	HSPD1	HGNC:5261
1731	HIST1H1B	H1F5	H1.5,H1B,H1S-3	histone cluster 1 H1 family member b	HIST1H1B	HGNC:4719
1732	PHF6	BFLS,BORJ	KIAA1823,MGC14797,CENP-31	PHD finger protein 6	PHF6	HGNC:18145
1733	GALNT5	NA	GALNAC-T5	polypeptide N-acetylgalactosaminyltransferase 5	GALNT5	HGNC:4127
1734	PIK3CA	NA	PI3K	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	PIK3CA	HGNC:8975
1735	SULF2	NA	KIAA1247,HSULF-2,SULF-2	sulfatase 2	SULF2	HGNC:20392
1736	TLCD2	NA	NA	TLC domain containing 2	TLCD2	HGNC:33522
1737	SDC3	NA	N-SYNDECAN,SYND3	syndecan 3	SDC3	HGNC:10660
1738	LHCGR	HHG	LHR,LCGR,LGR2,ULG5	luteinizing hormone/choriogonadotropin receptor	LHCGR	HGNC:6585
1739	ING4	NA	P29ING4,MY036	inhibitor of growth family member 4	ING4	HGNC:19423
1740	PAX5	NA	BSAP	paired box 5	PAX5	HGNC:8619
1741	TIAM1	NA	NA	T cell lymphoma invasion and metastasis 1	TIAM1	HGNC:11805
1742	FGF6	NA	NA	fibroblast growth factor 6	FGF6	HGNC:3684
1743	DHRS3	NA	RETSDR1,RSDR1,SDR1,RDH17,SDR16C1	dehydrogenase/reductase 3	DHRS3	HGNC:17693
1744	FBXO31	NA	FBX14,FBXO14,FBX31,MGC15419	F-box protein 31	FBXO31	HGNC:16510
1745	EEF1A1	EF1A,EEF1A,LENG7	EE1A1	eukaryotic translation elongation factor 1 alpha 1	EEF1A1	HGNC:3189
1746	PXN	NA	NA	paxillin	PXN	HGNC:9718
1747	TAF15	TAF2N	HTAFII68,RBP56,NPL3	TATA-box binding protein associated factor 15	TAF15	HGNC:11547
1748	DENR	NA	DRP,DRP1,SMAP-3	density regulated re-initiation and release factor	DENR	HGNC:2769
1749	USF1	NA	UEF,MLTFI,BHLHB11	upstream transcription factor 1	USF1	HGNC:12593
1750	CTTN	EMS1	NA	cortactin	CTTN	HGNC:3338
1751	CREB3L2	NA	BBF2H7,TCAG_1951439	cAMP responsive element binding protein 3 like 2	CREB3L2	HGNC:23720
1752	KDM5A	RBBP2,JARID1A	NA	lysine demethylase 5A	KDM5A	HGNC:9886
1753	IGSF8	NA	CD81P3,EWI2,PGRL,CD316	immunoglobulin superfamily member 8	IGSF8	HGNC:17813
1754	TP53	NA	P53,LFS1	tumor protein p53	TP53	HGNC:11998
1755	ELL	C19ORF17	MEN,ELL1,PPP1R68	elongation factor for RNA polymerase II	ELL	HGNC:23114
1756	ORAI2	C7ORF19,TMEM142B	CBCIP2,FLJ12474,FLJ14733,H_NH0514P08.8	ORAI calcium release-activated calcium modulator 2	ORAI2	HGNC:21667
1757	PLAUR	NA	URKR,UPAR,CD87	plasminogen activator, urokinase receptor	PLAUR	HGNC:9053
1758	JAG2	NA	NA	jagged 2	JAG2	HGNC:6189
1759	APC	NA	DP2,DP3,DP2.5,PPP1R46	APC, WNT signaling pathway regulator	APC	HGNC:583
1760	COPS2	NA	TRIP15,ALIEN,CSN2	COP9 signalosome subunit 2	COPS2	HGNC:30747
1761	NLRP8	NALP8	NOD16,PAN4,CLR19.2	NLR family pyrin domain containing 8	NLRP8	HGNC:22940
1762	PRPF4B	NA	PRP4,PR4H,KIAA0536	pre-mRNA processing factor 4B	PRPF4B	HGNC:17346
1763	FEN1	RAD2	FEN-1,MF1	flap structure-specific endonuclease 1	FEN1	HGNC:3650
1764	ZDHHC3	NA	ZNF373,GODZ,DHHC3	zinc finger DHHC-type containing 3	ZDHHC3	HGNC:18470
1765	COL1A1	NA	OI4	collagen type I alpha 1 chain	COL1A1	HGNC:2197
1766	CORO1C	NA	CORONIN-3,HCRNN4	coronin 1C	CORO1C	HGNC:2254
1767	FABP3	MDGI,FABP11	H-FABP,O-FABP	fatty acid binding protein 3	FABP3	HGNC:3557
1768	ANLN	NA	ANILLIN,SCRAPS,SCRA	anillin actin binding protein	ANLN	HGNC:14082
1769	BOK	NA	BCL2L9,BOKL,MGC4631	BOK, BCL2 family apoptosis regulator	BOK	HGNC:1087
